ticker,year,quarter,AssetQualityComponent.ProblemLoansAndLeasesCalculatedAsPercentageOfGrossLoans,AssetQualityComponent.LoanLossReservesToNPLs,LiquidityAndAssetsComponent.LDRPercentage,ProfitabilityComponent.NIM,NetInterestIncome,AttributeToParentCompany,SolvencyRatio.LiabilitiesToEquityRatio,ProfitabilityRatio.EBITMargin,ProfitabilityRatio.ROA,ProfitabilityRatio.ROE,ProfitabilityRatio.ROIC,ValuationRatios.BookValuePerShare,ValuationRatios.BasicEPS,ValuationRatios.PriceToBook,ValuationRatios.PriceToEarning,Revenue,EBIT
ACB,2021,3,0.00838798,1.97710316,0.81311332,0.04220357,4639572000000.0,2483401000000.0,,,,,,,,,,,
ACB,2021,4,0.00773492,2.0938999,0.80095881,0.04088562,4990387000000.0,2588235000000.0,,,,,,,,,,,
ACB,2022,1,0.00820889,1.87812404,0.84302154,0.04113459,4520511000000.0,2102615000000.0,,,,,,,,,,,
ACB,2022,2,0.00757886,1.8508766,0.84100221,0.04071348,4794322000000.0,2428495000000.0,,,,,,,,,,,
ACB,2022,3,0.01008342,1.37792328,0.84221849,0.04161132,5440672000000.0,3287535000000.0,,,,,,,,,,,
ACB,2022,4,0.00736009,1.5927328,0.7982602,0.042649,5606390000000.0,3943148000000.0,,,,,,,,,,,
ACB,2023,1,0.00973271,1.16605295,0.78741901,0.04311085,6032250000000.0,3586992000000.0,,,,,,,,,,,
ACB,2023,2,0.0106485,1.0761285,0.79991197,0.04262827,6454217000000.0,2870518000000.0,,,,,,,,,,,
ACB,2023,3,0.01200827,0.94620051,0.81526851,0.04139478,6215154000000.0,4135029000000.0,,,,,,,,,,,
ACB,2023,4,0.01207384,0.91162679,0.79177711,0.03870226,6245672000000.0,3865846000000.0,,,,,,,,,,,
ACB,2024,1,0.01451926,0.78555071,0.81474013,0.03835206,6209128000000.0,4037579000000.0,,,,,,,,,,,
ACB,2024,2,0.01476406,0.7779675,0.83793111,0.03769019,6289616000000.0,4006279000000.0,,,,,,,,,,,
ACB,2024,3,0.01491319,0.80491627,0.83813048,0.03692968,6721518000000.0,3905419000000.0,,,,,,,,,,,
ACB,2024,4,0.01489554,0.77917239,0.79488461,0.03595649,7111506000000.0,4468590000000.0,,,,,,,,,,,
ACB,2025,1,0.01476993,0.72081363,0.81353285,0.03393986,6881387000000.0,3870395000000.0,,,,,,,,,,,
ACB,2025,2,0.01256726,0.76329945,0.81971287,0.03183744,7080291000000.0,4545364000000.0,,,,,,,,,,,
ACB,2025,3,0.01094801,0.84022344,0.85933766,0.03023984,6358865000000.0,3678266000000.0,,,,,,,,,,,
ACB,2025,4,0.00971405,1.14290012,0.81779776,0.0291549,6683848000000.0,4881159000000.0,,,,,,,,,,,
ACB,2026,1,0.00967046,1.13967133,0.84030121,0.02863557,6769710000000.0,4280589000000.0,,,,,,,,,,,
ANV,2021,2,,,,,,63799682967.0,1.0828792,0.07960824,0.044949,0.089836,0.05768332,19047.87398995,186.15200746,1.6957273,19.18999338,707322627336.0,87931955351.0
ANV,2021,3,,,,,,23741757224.0,1.00492685,0.06368106,0.03293,0.067264,0.04414417,18944.28347139,-103.25608606,1.57831253,23.64098384,1080731742346.0,45280417814.0
ANV,2021,4,,,,,,-13169242495.0,1.09248584,0.06178793,0.026486,0.055139,0.04332732,,,2.27520889,41.27682375,656115814848.0,-10540703734.0
ANV,2022,1,,,,,,53508463893.0,1.00559907,0.09382404,0.054531,0.111555,0.07152289,19997.3104031,1620.12355853,2.22029859,20.8505717,1060255737260.0,93210802943.0
ANV,2022,2,,,,,,206629951109.0,0.99660177,0.14922243,0.095759,0.193741,0.11922809,21890.58128424,1887.15862948,1.45039547,8.27695021,1219478753489.0,248024440041.0
ANV,2022,3,,,,,,240687503919.0,0.96243793,0.16832869,0.116908,0.235065,0.14851262,22760.02321262,940.11366545,1.35764006,6.34894231,1305830174794.0,300126149333.0
ANV,2022,4,,,,,,119901744349.0,0.89703958,0.17626921,0.130131,0.258249,0.16493684,,,1.60970843,6.88614362,1247978424052.0,168344632776.0
ANV,2023,1,,,,,,106526034970.0,0.88288506,0.15421412,0.099758,0.192891,0.13117017,22721.14850561,691.70978659,1.6651001,9.03007996,1161218492134.0,146632859272.0
ANV,2023,2,,,,,,92370665510.0,0.83734706,0.09268654,0.04790248,0.09074636,0.01403675,22338.9079406,-382.24056502,1.50169584,16.22676507,1157603357241.0,130163507979.0
ANV,2023,3,,,,,,-51044261712.0,0.7961011,0.06490968,0.027044,0.050116,0.04603749,22346.68833632,7.78039572,1.32272747,26.01329783,1090877619337.0,-17628640124.0
ANV,2023,4,,,,,,1038991127.0,0.79284496,0.04199978,0.00791203,0.01459952,0.01494073,,,1.35564923,97.77863686,1100743562157.0,31146845496.0
ANV,2024,1,,,,,,-517885834.0,0.76713692,0.02438666,-0.00639962,-0.01151123,0.07300036,21452.58124633,126.57590815,1.6729455,-142.55106629,1112562956111.0,42760455667.0
ANV,2024,2,,,,,,16902899308.0,0.72587414,0.03965837,0.00296147,0.00524417,0.01436537,21313.3404814,-17.12743,1.55758429,292.87261052,1016226486382.0,48582352281.0
ANV,2024,3,,,,,,-2287190579.0,0.74522052,0.04602195,0.00836413,0.01470234,0.02811265,21403.51596572,208.74850362,1.70472689,116.08324029,1209204299276.0,52762711321.0
ANV,2024,4,,,,,,27876196893.0,0.73825644,0.03954862,0.00970547,0.01714972,0.02646451,,,1.45185724,84.88847313,1344998186838.0,70414388128.0
ANV,2025,1,,,,,,5340268025.0,0.6154797,0.06010953,0.03343518,0.05702483,0.05737067,10982.6285763,495.05950144,2.11825642,38.07258821,1368682928274.0,22474356703.0
ANV,2025,2,,,,,,132016279601.0,0.57895088,0.11233677,0.10096434,0.16818559,0.12272109,12230.67302255,1248.04444625,2.49804338,16.35879395,1111470712658.0,154987602293.0
ANV,2025,3,,,,,,332812892370.0,0.59061403,0.14505685,0.14786536,0.24049118,0.17037667,13280.78441838,1061.53848551,2.01483726,9.47318966,1744793066685.0,373833461154.0
ANV,2025,4,,,,,,283077814084.0,0.65152603,0.1686557,0.18704579,0.31611227,0.21528631,,,1.82316862,6.43343549,2007871771210.0,347099791852.0
ANV,2026,1,,,,,,251570878518.0,0.62957426,0.16350713,0.18750076,0.30253528,0.2125275,13958.30590925,732.58958685,1.73821089,6.08759551,2128355118628.0,296490646027.0
BCM,2021,1,,,,,,456598570051.0,1.72210824,0.23843451,0.045332,0.136553,0.05688361,15718.61550291,441.1580387,2.65926729,20.56239506,1409194337419.0,356139897476.0
BCM,2021,2,,,,,,482881388651.0,1.93425338,0.27649753,0.048475,0.147339,0.06062014,14939.65193834,466.55206633,3.48736371,23.45677782,1695747550260.0,470041099773.0
BCM,2021,3,,,,,,48575797672.0,1.95856545,0.26336196,0.036843,0.112647,0.05111191,14738.41810681,46.93313785,5.48227085,47.46678393,883020073488.0,182776099045.0
BCM,2021,4,,,,,,284690793606.0,1.85521534,0.28614293,0.029577,0.092116,0.05557947,,,5.51180553,63.29853393,3112322364373.0,1028355253772.0
BCM,2022,1,,,,,,424575311886.0,1.8239455,0.31809924,0.025478,0.078864,0.06196926,15989.23834857,410.21769264,4.49677455,59.97832111,1436881188991.0,545202469396.0
BCM,2022,2,,,,,,948939789246.0,1.71278726,0.3481034,0.034786,0.105309,0.07033345,16775.52108906,916.85003792,4.87615255,49.60388337,1933149922674.0,763082381251.0
BCM,2022,3,,,,,,203274219858.0,1.64785964,0.31222265,0.037752,0.111005,0.07447126,16910.33233718,196.40021242,4.96737724,46.70476967,2264229812652.0,392114131608.0
BCM,2022,4,,,,,,56308481835.0,1.7200803,0.22456079,0.034943,0.103534,0.04075743,,,4.81062838,48.33971825,893960486996.0,-239152367839.0
BCM,2023,1,,,,,,91513617818.0,1.70509199,0.1843738,0.026494,0.075706,0.02940105,16392.62073179,88.41895441,4.75823856,62.09827516,791503407345.0,165344560975.0
BCM,2023,2,,,,,,81441326363.0,1.73482187,0.10642566,0.00887168,0.02535161,0.00438467,16348.81029646,78.68727185,3.63940855,142.37489057,1099636747480.0,216727630076.0
BCM,2023,3,,,,,,217371560197.0,1.7515642,0.14102635,0.00915,0.026339,0.01135366,16506.540794,210.02083111,3.76214501,143.90610226,1143151894342.0,405842291358.0
BCM,2023,4,,,,,,2050962425414.0,1.78592201,0.3548738,0.04811842,0.13169637,0.01242827,,,2.92735137,22.42414865,5169656525749.0,2076629039331.0
BCM,2024,1,,,,,,118116106443.0,1.76902418,0.36139148,0.0480633,0.1393659,0.06910466,17984.27668102,114.12184197,4.07578249,30.74102022,811854842155.0,225252125640.0
BCM,2024,2,,,,,,273356050769.0,1.77622668,0.34333691,0.05030138,0.14627819,0.06686294,18185.34227628,264.11212635,3.59630295,25.44884716,1158883337021.0,92049653951.0
BCM,2024,3,,,,,,344394978084.0,1.71241159,0.34808841,0.05148958,0.14906347,0.06735306,18486.77992169,332.7487711,3.74862471,25.73731132,1241330505674.0,479490500517.0
BCM,2024,4,,,,,,1451224034015.0,1.87000545,0.31853786,0.03753351,0.11097878,0.03909843,,,2.94817982,26.40630661,2101418291397.0,987846458242.0
BCM,2025,1,,,,,,358265688293.0,1.81784661,0.29830024,0.04270891,0.1252888,0.04284314,19273.08277953,346.15042347,3.53342539,29.03852861,1847315916654.0,310999546985.0
BCM,2025,2,,,,,,1475637440340.0,1.65137797,0.41034352,0.06308926,0.18191856,0.07105778,20419.89990448,1425.73665733,3.2664215,19.02027246,2919634610319.0,1511685041758.0
BCM,2025,3,,,,,,415683449300.0,1.63413161,0.3920854,0.06329941,0.18016738,0.06440862,20765.43172558,401.62652106,3.27948876,19.04542204,828736842448.0,176570415850.0
BCM,2025,4,,,,,,1238878137592.0,1.60747304,0.34755739,0.05848374,0.16527487,0.05228403,,,2.46308897,16.02364715,1376775027457.0,426469800215.0
BID,2021,2,0.01632155,1.32311738,0.8938014,0.02874334,10830069000000.0,2648137000000.0,,,,,,,,,,,
BID,2021,3,0.01613082,1.40228659,0.88968142,0.0296511,12929461000000.0,3658712000000.0,,,,,,,,,,,
BID,2021,4,0.00999999,2.14845999,0.8812891,0.029167,12204661000000.0,2048016000000.0,,,,,,,,,,,
BID,2022,1,0.00968397,2.59216347,0.87897217,0.02853961,10853341000000.0,2217704000000.0,,,,,,,,,,,
BID,2022,2,0.01029345,2.60765465,0.87030946,0.0280972,12825927000000.0,3571160000000.0,,,,,,,,,,,
BID,2022,3,0.01346255,2.13768805,0.87100174,0.02767415,14607145000000.0,5157859000000.0,,,,,,,,,,,
BID,2022,4,0.01157673,2.16756495,0.93350652,0.02924549,14098425000000.0,5277956000000.0,,,,,,,,,,,
BID,2023,1,0.01548351,1.71287524,0.8952791,0.02798471,14428201000000.0,4078937000000.0,,,,,,,,,,,
BID,2023,2,0.01594488,1.51526015,0.87573278,0.02702149,13936193000000.0,5468480000000.0,,,,,,,,,,,
BID,2023,3,0.01596283,1.58403434,0.87375714,0.02664067,13547188000000.0,5426134000000.0,,,,,,,,,,,
BID,2023,4,0.01250476,1.81833552,0.86853614,0.02573455,13783096000000.0,4582880000000.0,,,,,,,,,,,
BID,2024,1,0.01505068,1.52766847,0.87471529,0.02544556,14869088000000.0,6074285000000.0,,,,,,,,,,,
BID,2024,2,0.01523643,1.32215676,0.84882618,0.02500869,13541360000000.0,5812648000000.0,,,,,,,,,,,
BID,2024,3,0.0170939,1.15731841,0.8503877,0.0239937,14837763000000.0,6365954000000.0,,,,,,,,,,,
BID,2024,4,,,0.87207998,0.02324208,13989724000000.0,5151318000000.0,,,,,,,,,,,
BID,2025,1,0.0189381,0.9684793,0.84506591,0.02222999,15638729000000.0,7810117000000.0,,,,,,,,,,,
BID,2025,2,0.01979029,0.89094591,0.83444497,0.02130087,13945584000000.0,5840373000000.0,,,,,,,,,,,
BID,2025,3,0.01874841,0.94530816,0.85028495,0.02078403,14991731000000.0,6755001000000.0,,,,,,,,,,,
BID,2025,4,0.01473977,0.99910609,0.82744852,0.02114293,15172618000000.0,5952964000000.0,,,,,,,,,,,
BMP,2021,2,,,,,,83958490831.0,0.19981439,0.10841791,0.131043,0.163599,0.19414433,28184.57498415,511.02663705,2.11463185,12.51554893,1155295181456.0,115325142077.0
BMP,2021,3,,,,,,41833119852.0,0.12120111,0.07112181,0.075061,0.08918,0.11080912,27867.48218987,-317.09279428,2.13869339,23.15256095,1457116382345.0,73154778964.0
BMP,2021,4,,,,,,-25957513573.0,0.23743284,0.07356711,0.073156,0.089979,0.11875022,,,2.1451478,22.94950742,528695987466.0,-30060820189.0
BMP,2022,1,,,,,,114449584904.0,0.19396047,0.0834856,0.093201,0.110836,0.14313979,29573.59377431,1556.87620241,1.96120906,18.41908549,1423830480640.0,170421359904.0
BMP,2022,2,,,,,,127447346279.0,0.19956918,0.11003842,0.128557,0.152896,0.19415695,29971.67836755,1774.2725194,1.99521693,13.55347201,1352930110866.0,182959937379.0
BMP,2022,3,,,,,,145243612706.0,0.16585328,0.13990492,0.191497,0.229584,0.28804066,32111.12850834,2139.45014079,1.88719621,8.82263467,1558307433292.0,210561924229.0
BMP,2022,4,,,,,,175137395329.0,0.15876561,0.16792925,0.236032,0.282522,0.3457391,,,1.94243856,7.33397582,1498803762184.0,250376587768.0
BMP,2023,1,,,,,,248432342507.0,0.1821732,0.1967336,0.272331,0.32036,0.39973966,35451.14365153,3429.53886448,2.86591601,9.78987337,1414791949283.0,331492442121.0
BMP,2023,2,,,,,,280745268354.0,0.27943517,0.23251748,0.30591372,0.36623489,0.11498442,33668.95717042,3598.88866019,2.51864053,6.94928909,1449930904096.0,368037802209.0
BMP,2023,3,,,,,,294608401481.0,0.17285103,0.26118976,0.30653,0.367252,0.46007801,36219.50387715,2550.54670673,3.00390641,8.62548489,1347527865522.0,370812466492.0
BMP,2023,4,,,,,,208790145826.0,0.21015944,0.25853285,0.33048906,0.39201544,0.12801672,,,3.34476713,8.64213483,935937147748.0,264440532936.0
BMP,2024,1,,,,,,256862517621.0,0.21617377,0.25663553,0.27618423,0.33661532,0.4581657,35176.77798325,2319.48306808,2.73475871,8.28830947,1466526868319.0,329959074905.0
BMP,2024,2,,,,,,189875059628.0,0.16378156,0.26573138,0.28103504,0.33466392,0.45323729,32384.11854652,3424.1058327,3.85682877,10.92554246,1017987656331.0,246085936923.0
BMP,2024,3,,,,,,280300515276.0,0.19487129,0.26840435,0.30448429,0.36436639,0.52006107,35922.20300127,3538.08445475,3.48530963,10.08095003,1167489403590.0,365040974144.0
BMP,2024,4,,,,,,289630912189.0,0.18462321,0.2844804,0.30695139,0.36753223,0.50225894,,,4.0904734,11.15427282,1422523505215.0,405592470120.0
BMP,2025,1,,,,,,230955242045.0,0.2171068,0.28881491,0.32382633,0.38567781,0.53331825,36508.36871919,3504.85377492,3.93882293,10.82150418,1070618848616.0,296350734523.0
BMP,2025,2,,,,,,286910617568.0,0.26032322,0.29154727,0.32783829,0.39808928,0.55785911,34175.39254814,4030.00912748,4.13747991,10.17686492,1408306518881.0,375914262361.0
BMP,2025,3,,,,,,329900327324.0,0.26130432,0.30108757,0.3343901,0.41193947,0.57440968,38458.03350366,4282.64095552,4.51141112,11.85205158,1333355631871.0,423861057163.0
BMP,2025,4,,,,,,350581005736.0,0.17424261,0.3018161,0.37351385,0.44047346,0.54332244,,,4.21330413,9.86673547,1554116431123.0,492507181838.0
BMP,2026,1,,,,,,261343222934.0,0.19931968,0.303216,0.33919247,0.41509721,0.56802428,38863.63825849,3713.07814423,3.78245596,9.65945186,1306013232304.0,370596838632.0
BSI,2021,1,,,,,,61174495379.0,1.5536068,0.3532859,0.091914,0.169162,0.13327085,12711.43165157,501.14242885,1.69139091,10.48079856,268225335563.0,98987067363.0
BSI,2021,2,,,,,,116358958816.0,2.05344349,0.38577954,0.07934,0.180382,0.11989045,12668.94234595,953.21442177,2.40254539,14.54882697,332353793996.0,162962763855.0
BSI,2021,3,,,,,,104405194145.0,2.14094216,0.41460338,0.073735,0.198351,0.11512422,13527.00497596,855.28899347,2.88312158,15.36903683,319983569429.0,165085254709.0
BSI,2021,4,,,,,,74951120589.0,2.49263212,0.4271212,0.079968,0.222381,0.13350012,,,2.10719183,10.15105604,412462280188.0,142328139157.0
BSI,2022,1,,,,,,83294905801.0,2.60746968,0.44347328,0.067755,0.226059,0.11211979,14826.4598626,682.35317914,1.72664279,8.21142156,332541645163.0,149307373609.0
BSI,2022,2,,,,,,-5964748708.0,2.49489893,0.38580331,0.043578,0.149865,0.08713247,8995.79758316,-48.86331528,2.24549294,9.9118826,254962789331.0,52520415000.0
BSI,2022,3,,,,,,18797763653.0,0.67280934,0.33222542,0.026655,0.071604,0.06916514,23164.03301183,100.09452418,0.86756958,14.38261691,253953865845.0,72428363678.0
BSI,2022,4,,,,,,16242757423.0,0.28123745,0.28739116,0.019381,0.036929,0.05086581,,,1.12816284,32.46824909,247547092091.0,38714369162.0
BSI,2023,1,,,,,,97687899634.0,0.44867823,0.28754264,0.020099,0.034109,0.0457668,23770.40737834,520.16952723,1.4771849,43.70910629,287167734226.0,136425408351.0
BSI,2023,2,,,,,,123596774058.0,0.7687409,0.39087343,0.0373942,0.05776654,0.01761613,24325.60454237,658.12936679,1.68477791,27.6753915,316369644542.0,184361987835.0
BSI,2023,3,,,,,,122689593624.0,0.83530535,0.45228598,0.050416,0.080065,0.07344046,22671.48102393,605.02861081,2.25834386,28.75874463,386025724113.0,200025834860.0
BSI,2023,4,,,,,,64382942311.0,0.77742691,0.50989772,0.0586827,0.09023561,0.02174529,,,2.15578668,24.67727898,269434955718.0,121147003906.0
BSI,2024,1,,,,,,137148427862.0,1.19107426,0.53998842,0.05058854,0.09593445,0.07640193,23776.94639442,676.33056996,2.19749946,23.62237371,351747406193.0,209181820276.0
BSI,2024,2,,,,,,114779704952.0,1.00960087,0.49035805,0.04722141,0.0923774,0.07365156,24191.05730293,566.02196963,2.34631382,26.19136507,424150114113.0,171523359182.0
BSI,2024,3,,,,,,70008539857.0,1.11471473,0.46972288,0.03934928,0.07970628,0.06195295,22305.7973138,313.85420894,1.98154764,25.50919666,319111392500.0,139058314704.0
BSI,2024,4,,,,,,91152423672.0,1.03779081,0.4807406,0.04431756,0.0847648,0.06457271,,,2.18571112,26.78425509,318505024865.0,158421615781.0
BSI,2025,1,,,,,,81115038976.0,1.53642933,0.44991256,0.03266355,0.07112599,0.05351154,23030.57318755,363.64558442,2.15886213,31.06109325,337183663045.0,160401969149.0
BSI,2025,2,,,,,,101899940357.0,1.84633497,0.45034445,0.02826072,0.0675155,0.0493809,23385.04638701,456.82605632,2.02970903,30.76200025,506431146251.0,209182357746.0
BSI,2025,3,,,,,,215588496422.0,2.06657664,0.4865639,0.03571396,0.09396539,0.05989249,22142.31963083,878.64066947,1.80649547,20.03985604,687921042574.0,372157155799.0
BSI,2025,4,,,,,,95062757764.0,2.0080464,0.47333018,0.03664548,0.09323566,0.06621268,,,1.62681904,18.21608375,565654599730.0,250922045049.0
BSI,2026,1,,,,,,88819056890.0,2.23382777,0.4635615,0.03024917,0.0920216,0.06171117,22890.613434,361.98608415,1.56395983,17.52018739,697140773775.0,306777447200.0
BSR,2021,1,,,,,,1856468589754.0,0.79080839,0.01579002,0.026775,0.044678,0.03187676,10608.14531879,598.76433468,1.63487579,39.02819147,21048655068878.0,1779052857684.0
BSR,2021,2,,,,,,1688020242371.0,0.84640083,0.06218605,0.089754,0.155001,0.14984507,11152.02185023,544.43491419,2.0796229,14.46264731,27859886072961.0,1618502872562.0
BSR,2021,3,,,,,,476067227696.0,0.78432552,0.05857254,0.087451,0.157972,0.14838239,11305.56717732,153.54532709,2.25136869,14.96076834,17683055031137.0,351639804884.0
BSR,2021,4,,,,,,2683985893890.0,0.77819214,0.06441429,0.10947,0.195772,0.19824333,,,1.72315463,9.6401445,34522481246651.0,2796633587956.0
BSR,2022,1,,,,,,2324074255274.0,0.76541935,0.06133562,0.108835,0.195051,0.20459186,12866.89125051,749.58056543,1.88740229,10.49833846,34783091199100.0,2275401277258.0
BSR,2022,2,,,,,,10149128837952.0,0.65951979,0.11506237,0.222539,0.387178,0.46113869,15805.17536838,3273.38496853,1.10837112,3.47429554,52391131816173.0,10609699112479.0
BSR,2022,3,,,,,,478614001622.0,0.50223534,0.09975899,0.213685,0.355482,0.46341112,15959.54210306,154.36673469,0.99514133,3.14931922,39570169484985.0,402697400479.0
BSR,2022,4,,,,,,1498602141545.0,0.53325644,0.08779521,0.202718,0.331569,0.3986595,,,0.96610453,3.36266726,40429748620195.0,1181888945416.0
BSR,2023,1,,,,,,1629199786444.0,0.36942614,0.08321802,0.180033,0.271914,0.36151459,17056.89093072,525.4636311,1.08618857,4.17598556,34065891416777.0,1657672941968.0
BSR,2023,2,,,,,,1341097731307.0,0.45338343,0.02765667,0.06609911,0.09650551,0.01159537,16680.91117305,432.54246006,1.09448458,11.44126633,33669033433011.0,843508910299.0
BSR,2023,3,,,,,,3260330768040.0,0.6205807,0.04934601,0.098438,0.146828,0.1674397,17732.99837578,1051.55012799,1.07567821,7.65173593,37755693648206.0,3517516502214.0
BSR,2023,4,,,,,,2279145204147.0,0.5132491,0.05391528,0.10320563,0.15583548,0.01954151,,,0.97698825,6.48254531,41932747445582.0,1929674286733.0
BSR,2024,1,,,,,,1143819690777.0,0.29197012,0.05058891,0.09864129,0.14448693,0.14699875,18769.03830452,368.91463714,1.17390138,8.51320526,30689342319179.0,996471747795.0
BSR,2024,2,,,,,,781568179382.0,0.46159463,0.0494931,0.08870909,0.13016245,0.12575493,19020.15691387,252.078141,1.13032716,8.9295187,24423588755537.0,228075256856.0
BSR,2024,3,,,,,,-1210167499868.0,0.60185753,0.01078838,0.03556435,0.05207333,0.02680729,17929.73516097,-390.31370739,1.13219743,21.01952505,31945856725324.0,-1762611353825.0
BSR,2024,4,,,,,,-84089620987.0,0.59146626,-0.00587166,0.00721368,0.01118045,-0.01239131,,,0.89653862,78.84740031,35968276079519.0,-184308615814.0
BSR,2025,1,,,,,,398719235293.0,0.37603448,-0.01303462,-0.00133806,-0.0020174,-0.07416902,18030.78313169,128.59838241,1.08980291,-534.57027748,31894592097760.0,99523780750.0
BSR,2025,2,,,,,,845664137644.0,0.48842575,-0.00885927,-0.00058913,-0.00089253,0.0169145,18227.9678112,272.75092481,1.52392194,-1726.87399462,36771954932170.0,637391307161.0
BSR,2025,3,,,,,,907545618973.0,0.45932455,0.00872136,0.02481145,0.03670488,0.02112875,18520.14020432,292.70947633,1.95333014,54.24188868,35290234805794.0,667730671769.0
BSR,2025,4,,,,,,3061683071313.0,0.40702175,0.03205303,0.06008885,0.08990018,0.07453914,,,2.06978298,24.01070326,37625367271578.0,3133490722878.0
BVH,2021,1,,,,,,469132412435.0,5.89340982,-0.17402168,0.013139,0.094266,-0.29713127,27592.36971143,631.97901935,1.85196127,20.02427517,9359074163685.0,-1317973608210.0
BVH,2021,2,,,,,,440413282409.0,5.85996546,-0.15928804,0.012427,0.089566,-0.27443996,28193.52869415,593.29082142,2.29485286,26.29280816,10248923053367.0,-1666234502081.0
BVH,2021,3,,,,,,448045969399.0,6.4542238,-0.1563137,0.011932,0.087694,-0.30914067,28726.69582865,603.5729889,1.93071162,22.98335455,9625017779148.0,-1323481325238.0
BVH,2021,4,,,,,,524538859697.0,6.69538284,-0.15371029,0.012102,0.092661,,,,2.17541559,24.30445368,10763617237573.0,-1374907848529.0
BVH,2022,1,,,,,,470686659056.0,7.15805861,-0.15232733,0.011288,0.088549,-0.30204783,29180.20324196,634.07278058,1.98079498,22.77783227,10014442837642.0,-1472639811272.0
BVH,2022,2,,,,,,332126287758.0,7.48021492,-0.1436367,0.009978,0.082493,-0.2841219,29534.47450422,447.41493036,1.77758368,21.95110619,10804435834439.0,-1443671031102.0
BVH,2022,3,,,,,,386040111230.0,7.23877301,-0.14601197,0.009284,0.07866,-0.24522569,30002.55500671,517.52801495,1.68318998,21.90286886,10660575464381.0,-1574352289842.0
BVH,2022,4,,,,,,341515625774.0,8.46935731,-0.15236296,0.008357,0.074592,,,,1.6346053,21.48963055,11260676329723.0,-1710291084833.0
BVH,2023,1,,,,,,528218575806.0,9.10946564,-0.16160119,0.007868,0.074197,-0.25455535,28167.23820937,711.57534353,1.65617941,21.83394043,10498304763879.0,-1870373470896.0
BVH,2023,2,,,,,,402257919584.0,8.9685258,-0.18363175,0.00794617,0.07810901,-0.0654097,28605.04198254,541.89085812,1.36863984,17.54773053,10538407611787.0,-2261700219135.0
BVH,2023,3,,,,,,433673950815.0,8.53929747,-0.20433525,0.00795,0.081056,-0.38510103,29138.38361587,584.19300056,1.40707874,17.84375441,10391709658069.0,-2341740135197.0
BVH,2023,4,,,,,,358606041112.0,8.96557546,-0.21630545,0.00814793,0.08628723,-0.06057224,,,1.37222928,16.40723415,11114691927996.0,-2185825450551.0
BVH,2024,1,,,,,,585771525996.0,9.24096711,-0.22464681,0.00798752,0.08273713,-0.42772655,29537.9461999,789.10624112,1.45575456,17.92954223,10322671994713.0,-2153125494396.0
BVH,2024,2,,,,,,427834300121.0,9.10996735,-0.21861215,0.00797634,0.08292799,-0.3972721,30000.08213405,576.34538622,1.43166275,17.65505487,10708089813599.0,-2043246261032.0
BVH,2024,3,,,,,,535587776514.0,9.02908971,-0.20846833,0.00822266,0.0865213,-0.32596075,30673.36500749,722.80648931,1.65289984,19.71731109,10473575370025.0,-1941133499726.0
BVH,2024,4,,,,,,561303323969.0,9.66313889,-0.20190535,0.00893434,0.09603442,-0.25415179,,,1.50984453,16.16194299,11165344381246.0,-1903006823301.0
BVH,2025,1,,,,,,671880906669.0,9.53930108,-0.1901062,0.00901331,0.09718296,-0.26136147,31354.9081549,921.31109911,1.57072697,16.55293254,10675751900634.0,-1750809528108.0
BVH,2025,2,,,,,,664546941530.0,9.64936745,-0.1837847,0.00964244,0.10532141,-0.243235,32048.67030335,895.22640792,1.57884865,15.43633722,11364907796139.0,-1912404844012.0
BVH,2025,3,,,,,,759331539447.0,9.67822491,-0.18448073,0.01017669,0.11284106,-0.24168707,33015.35069739,1022.91291103,2.11416806,19.50763556,10448267257725.0,-1970147231083.0
BVH,2025,4,,,,,,728825028506.0,10.45218766,-0.18682195,0.01044616,0.12059734,-0.22444971,,,2.17980449,18.78957796,11239418399134.0,-2016670584244.0
BWE,2021,2,,,,,,172400170624.0,1.35135964,0.2590791,0.076934,0.190768,0.10930605,19170.15900891,875.38199003,2.3004504,12.31878888,675477972705.0,194981091843.0
BWE,2021,3,,,,,,168878693516.0,1.26967827,0.27127774,0.075362,0.178611,0.10419816,19749.07814689,821.49895135,2.24567444,12.77706393,787026803577.0,203586120960.0
BWE,2021,4,,,,,,158483577694.0,1.3116118,0.27077588,0.086439,0.206376,0.11177172,,,2.70090821,13.85346466,651685994500.0,204580751856.0
BWE,2022,1,,,,,,244080326022.0,1.28398122,0.28204904,0.08359,0.195497,0.11135374,20359.42839382,916.53028783,2.31833621,12.13229939,1017801536116.0,241366052838.0
BWE,2022,2,,,,,,176817023129.0,1.17989772,0.291248,0.086573,0.198504,0.1172398,21405.3941628,1045.96576899,2.12563243,11.23683097,733325577475.0,245527448865.0
BWE,2022,3,,,,,,201787716153.0,1.21604069,0.27939993,0.088801,0.201566,0.11694226,22424.15306092,1018.75889811,2.05135953,10.83259237,847031278989.0,253908670275.0
BWE,2022,4,,,,,,196538966624.0,1.20089196,0.26377108,0.077943,0.177452,0.10691561,,,1.92758319,11.66076445,860138581810.0,224363874486.0
BWE,2023,1,,,,,,167579286389.0,1.32536774,0.25637528,0.072931,0.164213,0.09889736,22105.11417861,729.71225154,2.07418065,12.5167774,1043251236467.0,195111644750.0
