ticker,year,quarter,AssetQualityComponent.ProblemLoansAndLeasesCalculatedAsPercentageOfGrossLoans,AssetQualityComponent.LoanLossReservesToNPLs,LiquidityAndAssetsComponent.LDRPercentage,ProfitabilityComponent.NIM,NetInterestIncome,AttributeToParentCompany,SolvencyRatio.LiabilitiesToEquityRatio,ProfitabilityRatio.EBITMargin,ProfitabilityRatio.ROA,ProfitabilityRatio.ROE,ProfitabilityRatio.ROIC,ValuationRatios.BookValuePerShare,ValuationRatios.BasicEPS,ValuationRatios.PriceToBook,ValuationRatios.PriceToEarning,Revenue,EBIT
DCM,2021,4,,,,,,376694507320.0,0.48060675,0.18562188,0.184284,0.265199,0.23783302,,,2.69974843,11.03243855,1896862479268.0,357471472965.0
DCM,2022,1,,,,,,1094576262707.0,0.44236744,0.27497466,0.307098,0.439403,0.43736709,16895.34921033,2862.76414917,1.67205777,4.55844244,3840015193364.0,1134291112597.0
DCM,2022,2,,,,,,1515547340573.0,0.39458678,0.29434937,0.338526,0.48398,0.4920693,18795.73666289,1925.53280201,1.5881261,3.94453822,4282954808095.0,1556073748611.0
DCM,2022,3,,,,,,1019377065382.0,0.37939429,0.28853676,0.3408,0.481637,0.49149901,18347.42938929,1374.70132871,1.49339722,3.32904965,4145362286564.0,1036897299823.0
DCM,2022,4,,,,,,727766883417.0,0.33580964,0.27332305,0.342006,0.47881,0.50437291,,,1.16879094,2.86413897,3458198288290.0,708290747216.0
DCM,2023,1,,,,,,1000818695973.0,0.34784458,0.19831907,0.212175,0.290151,0.31401465,20364.28904761,432.05319735,1.44124845,5.21985212,4493524387960.0,999541390896.0
DCM,2023,2,,,,,,228728962676.0,0.40503666,0.1489728,0.15700908,0.21526584,0.01645739,20913.68888961,588.32572718,1.56595999,7.64194609,2829778278975.0,147578489607.0
DCM,2023,3,,,,,,311459639971.0,0.53790776,0.09233858,0.109326,0.153849,0.13528817,18014.93358761,139.22358998,1.71524363,10.13088235,3456451645301.0,199116499980.0
DCM,2023,4,,,,,,73704968537.0,0.5293968,0.05430246,0.0754225,0.10824273,0.07100189,,,1.63309676,14.63271259,3150668056738.0,-100151444581.0
DCM,2024,1,,,,,,493194397484.0,0.52985595,0.06316527,0.07984687,0.11993395,0.08393545,19380.61472857,653.5738725,1.8730056,15.69571375,3512591181592.0,440108384342.0
DCM,2024,2,,,,,,346002008103.0,0.71875664,0.07323588,0.09572117,0.15152984,0.11051091,18443.13897807,1104.01117893,1.98447781,12.94009236,2885113617384.0,257513241009.0
DCM,2024,3,,,,,,584463518128.0,0.55842002,0.09091013,0.09760441,0.15497472,0.12778349,18630.29466331,227.36618014,1.79814655,11.48612903,4005540116134.0,368039184789.0
DCM,2024,4,,,,,,120367655764.0,0.54550205,0.07566133,0.09168899,0.14139891,0.10524874,,,1.64126471,11.72791667,2664458450948.0,98662630947.0
DCM,2025,1,,,,,,368824756047.0,0.59846205,0.08035869,0.09156997,0.14739159,0.11563208,19893.70292079,1484.93316553,1.98555292,14.0809901,4387436062641.0,293852396207.0
DCM,2025,2,,,,,,411417196708.0,0.73821506,0.09595495,0.10245069,0.16554308,0.15068355,19299.88961739,1484.93316553,1.80311912,10.9223674,3572123371140.0,373970050870.0
DCM,2025,3,,,,,,786123617829.0,0.56387515,0.10470614,0.11317713,0.18294139,0.16140019,19871.28498955,618.97952007,1.86198326,10.34173627,6252272955914.0,796838751594.0
DCM,2025,4,,,,,,327687757925.0,0.64287913,0.10884199,0.11477459,0.1836871,0.17224305,,,2.04865622,11.25082667,3096350166347.0,278282566524.0
DGC,2021,2,,,,,,283952981561.0,0.3753439,0.15789131,0.177715,0.260274,0.19925961,26099.86497871,1879.86241705,5.82378492,24.36381314,1949381011046.0,287175844025.0
DGC,2021,3,,,,,,321607907513.0,0.3267121,0.17921252,0.210713,0.302627,0.23627099,28896.21843227,2796.33918416,4.47117329,16.74249818,2038543324066.0,344150169860.0
DGC,2021,4,,,,,,478399262390.0,0.34560807,0.26616058,0.331767,0.47822,0.40437971,,,6.95392417,17.69433641,2106391057325.0,487137051153.0
DGC,2022,1,,,,,,1304063239014.0,0.23914084,0.33554951,0.444537,0.604906,0.52923525,19623.90762704,7808.19294252,4.73911729,10.03676039,3456268502564.0,1423488331888.0
DGC,2022,2,,,,,,1335829989962.0,0.24159718,0.40629333,0.539381,0.717375,0.64322149,23859.95705908,4809.5360258,3.41576474,6.18059387,3635149719259.0,1515318041460.0
DGC,2022,3,,,,,,1785502124387.0,0.16188724,0.42890806,0.551974,0.708652,0.64179215,27807.77713277,3723.08085416,2.12889594,3.85024084,4002463736625.0,1936879961478.0
DGC,2022,4,,,,,,1413948988515.0,0.23736487,0.41526528,0.507626,0.673408,0.67548981,,,1.94772948,3.65788039,3695880596672.0,1467382493740.0
DGC,2023,1,,,,,,1032401859858.0,0.19740573,0.39297051,0.393057,0.491943,0.44958858,28268.24046634,2072.61546421,2.57885992,5.51621933,3111501552174.0,1077865361850.0
DGC,2023,2,,,,,,787136421151.0,0.17601806,0.34859678,0.30721335,0.37797719,0.02189631,29933.49856267,2213.75553267,3.03672459,8.43044007,2483107691448.0,741566513306.0
DGC,2023,3,,,,,,840738495575.0,0.17478813,0.31471668,0.248896,0.30629,0.2572496,31938.2370476,2004.73848474,2.86489794,10.15588323,2424454117764.0,793187999556.0
DGC,2023,4,,,,,,761358150351.0,0.29107393,0.29314421,0.2151622,0.29487307,0.01829007,,,3.5066542,13.23105286,2464367912843.0,683007924955.0
DGC,2024,1,,,,,,719520191761.0,0.15576414,0.28361546,0.20505581,0.25343664,0.19634906,32032.72888835,1771.06921347,3.78674329,15.38528672,2389054634514.0,639790093222.0
DGC,2024,2,,,,,,672615401348.0,0.15124293,0.28434027,0.20069731,0.2463848,0.19376995,34350.22021503,2266.43375271,3.28963656,14.23741453,2385815720760.0,620788658433.0
DGC,2024,3,,,,,,860744592370.0,0.14537814,0.2806241,0.19219946,0.23410466,0.18816152,36205.80613648,1858.92170857,3.01055994,13.99047099,2506024984767.0,826035561751.0
DGC,2024,4,,,,,,705979959210.0,0.15475073,0.28704717,0.19010046,0.23831224,0.19344744,,,2.47632973,11.07553168,2559433743806.0,673343132451.0
DGC,2025,1,,,,,,747306714111.0,0.15379603,0.29536339,0.19531396,0.23077306,0.18800885,36820.80197939,2131.06648599,2.77288271,12.41461097,2419380980878.0,711544266063.0
DGC,2025,2,,,,,,809334908466.0,0.19717909,0.28696698,0.1860894,0.22209738,0.18023182,39041.38095156,2217.7283901,2.33085482,11.13085185,2811403662097.0,828519347208.0
DGC,2025,3,,,,,,842247304534.0,0.21319521,0.28546732,0.18011589,0.21822758,0.17388193,41020.53087238,1979.14992156,1.67232946,8.26934097,2895497270172.0,851517616354.0
DGC,2025,4,,,,,,751640144097.0,0.26899378,0.26622434,0.17104068,0.21289878,0.17467876,,,1.34418548,6.69168712,2818109455903.0,731156840747.0
DGW,2021,1,,,,,,106712927138.0,1.65102716,0.02270682,0.11493,0.280634,0.22838248,28591.2196269,2472.9688728,4.39995221,17.25621992,5063160650544.0,116957342068.0
DGW,2021,2,,,,,,116447079766.0,1.45671435,0.02473878,0.125947,0.315522,0.29907818,15748.62193892,2625.53535413,7.12443288,25.57269035,4346197073691.0,116214624007.0
DGW,2021,3,,,,,,107215325740.0,1.58083697,0.02487421,0.122077,0.316142,0.26948863,16461.45736203,1210.7608577,5.79535565,20.13109382,3868090616310.0,96135348508.0
DGW,2021,4,,,,,,327014414117.0,2.67421484,0.03278753,0.136135,0.445723,0.47356796,,,6.53901613,17.49596457,8073416257401.0,359751738231.0
DGW,2022,1,,,,,,210838204771.0,2.34297543,0.03403471,0.149298,0.459954,0.32134812,12220.83008918,2373.23441513,4.79509162,12.42139248,7104074671123.0,209774910774.0
DGW,2022,2,,,,,,136884722261.0,1.97829455,0.03532448,0.135319,0.429135,0.26857454,12621.73136917,1508.33793803,4.91216286,12.79797957,4824513808147.0,170311020881.0
DGW,2022,3,,,,,,180305973303.0,1.94986847,0.03699027,0.13173,0.423706,0.26326636,13714.4004212,1104.61334476,3.19433027,8.36322118,5942279715157.0,218418952043.0
DGW,2022,4,,,,,,155754386747.0,1.62259606,0.03648681,0.10601199,0.32767429,0.25749587,,,2.39341631,8.3809181,4267569167184.0,206365342575.0
DGW,2023,1,,,,,,79389136337.0,1.36163575,0.03639572,0.08831,0.241062,0.15065951,15154.96652544,486.36380604,3.6538327,16.39290555,3941909518357.0,96803172378.0
DGW,2023,2,,,,,,83016354849.0,1.5692398,0.03386197,0.07837182,0.20690554,0.03611209,15499.44018172,508.60246985,3.32179618,16.58426795,4622642232477.0,111498635503.0
DGW,2023,3,,,,,,102415300754.0,1.63628578,0.02979652,0.065118,0.167722,0.11503258,16126.89094137,627.45075965,3.49051602,21.49904533,5552963637293.0,122970052241.0
DGW,2023,4,,,,,,89568304952.0,1.85524297,0.02217192,0.05115155,0.14535664,0.02713946,,,3.79903297,27.31511888,4977453423124.0,86167315175.0
DGW,2024,1,,,,,,92468965571.0,1.53820348,0.02216463,0.05255902,0.14075175,0.0931126,16063.53251295,552.96321466,3.71890737,26.86190103,5001986652599.0,119166647420.0
DGW,2024,2,,,,,,89061607257.0,1.61911287,0.02212235,0.05194615,0.13977475,0.08929966,16601.69821132,532.65000537,3.34841974,24.76972745,5063705158748.0,119778519146.0
DGW,2024,3,,,,,,121749521839.0,1.77082646,0.02054532,0.05303502,0.1445918,0.08111326,12935.12169483,560.23112074,2.96272659,21.03530667,6379719131252.0,107735288368.0
DGW,2024,4,,,,,,140356071849.0,1.821822,0.02384715,0.05562941,0.15942687,0.10930152,,,2.42085628,16.08512172,6138656789788.0,186106103813.0
DGW,2025,1,,,,,,105923271254.0,1.51598077,0.02663078,0.05792281,0.15706331,0.10742155,14043.16904226,482.96183491,3.05987223,20.49328356,5574849606573.0,188585857440.0
DGW,2025,2,,,,,,115750633398.0,1.67255012,0.02303868,0.05944087,0.16191604,0.09796854,14072.24434776,527.77012678,2.79835471,17.63393302,5871961675342.0,55216782398.0
DGW,2025,3,,,,,,166440414668.0,1.80044853,0.02513903,0.06235536,0.17056962,0.10632976,14831.13677168,758.89242392,2.99173643,18.27334952,7503657776055.0,186028831672.0
DGW,2025,4,,,,,,159216617222.0,2.2425596,0.02696616,0.0554016,0.17088051,0.13261522,,,2.86773079,17.85929927,8292356974631.0,288706458865.0
DIG,2021,2,,,,,,41484073159.0,1.49503011,0.1626918,0.060973,0.145776,0.0598476,9577.37772567,123.12097092,4.04673796,31.57249584,502972973516.0,71116677562.0
DIG,2021,3,,,,,,50466173211.0,1.73196231,0.15504545,0.05162,0.132798,0.04544442,10102.47558682,101.80776153,7.82976403,53.44733285,620926564409.0,123431432683.0
DIG,2021,4,,,,,,43257197735.0,1.19604277,0.18990873,0.068786,0.161707,0.04309041,,,4.35313834,28.51924026,538721505462.0,78742533455.0
DIG,2022,1,,,,,,818358134896.0,1.13821371,0.22403162,0.065847,0.158144,0.05059169,14922.12773294,126.84462921,3.2335201,22.9136377,924316363554.0,279230014413.0
DIG,2022,2,,,,,,63408483722.0,1.0680181,0.25291783,0.063968,0.147396,0.04908491,12368.56520862,171.44380698,1.53615231,11.05143059,530699307049.0,98482582112.0
DIG,2022,3,,,,,,63408483722.0,1.10497817,0.2515919,0.059372,0.130213,0.04074756,11987.02764086,-1.63380377,1.41819978,10.70538196,530699307049.0,98482582112.0
DIG,2022,4,,,,,,85703209599.0,0.90292121,0.1897315,0.00926205,0.01950028,0.03035261,,,1.5128968,79.12558163,581741545085.0,187701117712.0
DIG,2023,1,,,,,,-996378489.0,0.75757832,0.16829247,0.011124,0.022401,0.01801024,12489.75973349,129.36602892,2.04967914,92.89333504,427634662650.0,46446890046.0
DIG,2023,2,,,,,,4465036191.0,0.78374205,0.05870695,0.0063547,0.0123414,0.00211965,12506.2168899,17.19890224,1.58321259,130.04701011,402409036557.0,31557892978.0
DIG,2023,3,,,,,,78894130825.0,0.79465073,0.04338504,0.00781114,0.01457607,0.00121151,12516.34661158,27.86362418,2.13321034,146.90503831,197748276505.0,1303471097.0
DIG,2023,4,,,,,,10488784840.0,1.12337854,0.04641246,0.010915,0.02168542,0.00112107,,,2.21626579,142.79712351,162870888867.0,-10405448399.0
DIG,2024,1,,,,,,16992686792.0,1.28575574,-0.08467342,-0.00149015,-0.00306997,-0.04274904,12351.44601662,-192.17584154,1.96738098,-632.98878606,237754018702.0,20290713438.0
DIG,2024,2,,,,,,66305554066.0,1.34006622,0.03129935,0.00547553,0.01206402,0.00286051,12542.65573073,206.55613952,1.6344226,135.79042768,443239658020.0,37665293584.0
DIG,2024,3,,,,,,-117198820353.0,1.28374576,-0.0084467,0.00461077,0.01073218,-0.00085788,12667.31555113,11.60223121,1.39729684,131.39673975,186443101527.0,-117995093363.0
DIG,2024,4,,,,,,125968673767.0,1.30551021,0.05709186,0.00647701,0.01483078,0.00483537,,,1.14993388,78.27085,646552961462.0,100860717382.0
DIG,2025,1,,,,,,7075643850.0,1.36892454,0.09794151,0.01058243,0.02535062,0.00957719,12703.6671327,-57.97060223,1.81062488,71.58910295,62486011944.0,-29960246379.0
DIG,2025,2,,,,,,98254589790.0,1.35631627,0.08299402,0.00733188,0.01759245,0.00594015,12086.068721,103.21644213,2.13562465,100.3293208,449485954727.0,76909879755.0
DIG,2025,3,,,,,,-35353487421.0,1.31094908,0.17151681,0.01808534,0.04350473,0.02623527,12381.73990691,327.1102771,1.59207771,31.26879986,176533865276.0,-23736483221.0
DIG,2025,4,,,,,,66722327619.0,0.89111939,0.17905365,0.03447878,0.07276068,0.0618691,,,1.14192044,14.48119204,284674329583.0,51841248188.0
DPM,2021,3,,,,,,170726685545.0,0.3444827,0.17041652,0.134844,0.187907,0.19481245,22718.02396301,1578.99273331,1.82234159,10.2767751,1974038607405.0,204725442141.0
DPM,2021,4,,,,,,684290836106.0,0.29914335,0.27708142,0.247216,0.335172,0.36157412,,,2.60505199,8.78800847,2979892390494.0,702001963643.0
DPM,2022,1,,,,,,618017755818.0,0.27794792,0.35026874,0.37547,0.503643,0.58920662,31127.21049631,5401.74053482,1.49065719,3.58836581,2858912044603.0,730691268920.0
DPM,2022,2,,,,,,1643667153833.0,0.28597249,0.35823013,0.383996,0.507521,0.62747137,34145.53549308,3390.82201022,1.34717466,3.15642287,5068837798130.0,1904664590707.0
DPM,2022,3,,,,,,2114241245330.0,0.28987152,0.35917648,0.380318,0.498032,0.60753546,32690.74403099,2548.72898026,1.32278224,2.78253894,5884814510651.0,2501703747081.0
DPM,2022,4,,,,,,1327167734801.0,0.26262693,0.33844275,0.352021,0.457139,0.49056697,,,0.95209139,2.36634106,5050788697350.0,1580746930323.0
DPM,2023,1,,,,,,997572522874.0,0.24441645,0.25512981,0.220365,0.284371,0.31218074,31899.13799135,664.56107742,1.23806999,4.14190137,3930183669376.0,1129549093599.0
DPM,2023,2,,,,,,1147181289229.0,0.1947675,0.17260093,0.15316162,0.1941211,0.0351118,31934.40925607,257.65974436,0.98936204,4.93519101,3878926698006.0,1133089364799.0
DPM,2023,3,,,,,,260109205704.0,0.23844867,0.10501464,0.09989495,0.12533276,0.01873751,28969.97076185,163.57508208,1.15790123,8.3510898,3289423606560.0,254695295570.0
DPM,2023,4,,,,,,100848023942.0,0.1526214,0.02217878,0.0343425,0.04307215,0.00561346,,,1.08757465,23.80550265,3759340827888.0,29662444049.0
DPM,2024,1,,,,,,64023287127.0,0.18431977,0.02528023,0.03784076,0.04582805,0.02376985,29706.26625707,674.96291705,1.20997912,26.21070132,3259939826334.0,61900162132.0
DPM,2024,2,,,,,,107693346878.0,0.31347346,0.03758729,0.04651212,0.05776715,0.04048207,30148.3484812,589.12868577,1.15907277,20.52138031,3410805751549.0,-45309975365.0
DPM,2024,3,,,,,,264180485732.0,0.5176437,0.03052994,0.04429789,0.0580378,0.03004001,28238.63047575,160.94173087,1.22506609,20.34733945,3365802133209.0,297861787358.0
DPM,2024,4,,,,,,230584967612.0,0.48054818,0.02725515,0.03668689,0.04896685,0.02558608,,,1.17018652,23.94155279,4012276874019.0,206225634494.0
DPM,2025,1,,,,,,62992593463.0,0.53217619,0.02130764,0.02865924,0.04247726,0.01871289,28630.66753797,523.59537209,1.38289995,32.38503779,3112439410172.0,-40092189481.0
DPM,2025,2,,,,,,-19994382652.0,0.58206501,0.0345316,0.03740894,0.05812242,0.03112771,29457.55145818,1029.39033428,1.39173183,24.65476767,3166512759228.0,-105883364372.0
DPM,2025,3,,,,,,204935228636.0,0.65916926,0.05265912,0.0462,0.07345386,0.04604219,16391.92997177,347.63879197,1.45789358,19.71549415,4188858500652.0,244636516129.0
DPM,2025,4,,,,,,402903376838.0,0.54140665,0.06094438,0.06252749,0.09601933,0.05811607,,,1.58417985,16.75673465,5446883782973.0,442183870473.0
DSE,2021,1,,,,,,8123064356.0,0.3526249,0.28185809,0.04878,0.056192,0.05075844,,,,,24674527697.0,9985078190.0
DSE,2021,2,,,,,,19493370655.0,0.86591336,0.43133332,0.11955007,0.16424152,0.12408269,,,,,45085607890.0,24007051932.0
DSE,2021,3,,,,,,6856247235.0,0.70629029,0.37331902,0.05615,0.091359,0.06212786,,,,,42453855245.0,9401395598.0
DSE,2021,4,,,,,,20025944268.0,1.1871309,0.36098161,0.04356661,0.08913815,0.04268368,,,,,68476918283.0,21868895671.0
DSE,2022,1,,,,,,25312619117.0,1.64349607,0.38294262,0.039225,0.08502,0.0424963,,,,,82224241945.0,35955146263.0
DSE,2022,2,,,,,,-6981726952.0,0.63398486,0.19119548,0.01509567,0.02889906,0.01744249,,,,,125149241321.0,-6366560098.0
DSE,2022,3,,,,,,11860587237.0,0.82712751,0.19383001,0.012671,0.024177,0.0164418,,,,,97502146966.0,20909986634.0
DSE,2022,4,,,,,,47612862897.0,1.04348658,0.24443328,0.01783599,0.03709411,0.02351154,,,,,147212036907.0,60006698649.0
DSE,2023,1,,,,,,47720887087.0,1.03291858,0.24760004,0.017018,0.032103,0.02133483,,,,,150496223418.0,54291449231.0
DSE,2023,2,,,,,,42701197274.0,1.1966208,0.34442416,0.02340855,0.04745009,0.00675218,,,,,176490547157.0,61699488958.0
DSE,2023,3,,,,,,40496533552.0,1.08905688,0.35177579,0.026775,0.055989,0.03170232,,,,,173645625056.0,51898349432.0
DSE,2023,4,,,,,,98065643693.0,1.25273361,0.40054699,0.03305389,0.07109429,0.00954269,,,,,213881235197.0,118306994752.0
DSE,2024,1,,,,,,70147739764.0,1.17381519,0.43932232,0.03300547,0.0718955,0.03825918,12873.2645413,212.56890838,1.96531345,30.69275605,181501594174.0,95618303906.0
DSE,2024,2,,,,,,34161857698.0,1.16215921,0.40556092,0.03009251,0.06529627,0.03508424,12476.7853222,103.5207809,1.99971382,32.09863504,198242308168.0,45351390190.0
DSE,2024,3,,,,,,44373694964.0,1.49509096,0.39846274,0.0274417,0.06233956,0.03038392,12611.25106452,134.46574232,2.02596871,33.13489464,193729118536.0,54454647687.0
DSE,2024,4,,,,,,33087333066.0,1.63964753,0.29232279,0.02010368,0.04956156,0.02369363,,,1.75653871,38.65175729,233938948769.0,40600576209.0
DSE,2025,1,,,,,,53096256298.0,1.73243237,0.24678228,0.01603899,0.04019562,0.01801444,12372.41345653,160.89774636,2.11038049,50.9408936,243398849736.0,74123499821.0
DSE,2025,2,,,,,,73353936384.0,1.8679708,0.28387056,0.01849646,0.04964164,0.02087283,12227.86224489,215.81034535,2.24621935,44.19069097,290231457879.0,103705583158.0
DSE,2025,3,,,,,,136807156139.0,2.26326184,0.31935122,0.0248388,0.07157218,0.02867663,12630.35461365,402.49236875,2.4040733,27.27978615,489457959153.0,183003516883.0
DSE,2025,4,,,,,,9272277817.0,2.51884383,0.27387012,0.02114561,0.06541656,0.02676498,,,2.37400625,31.16636652,434823959373.0,38445995964.0
DSE,2026,1,,,,,,11326653932.0,1.90365875,0.23307528,0.01630015,0.0509683,0.0223294,12512.42961433,26.44870768,1.89411655,36.48564094,395142695948.0,50015944698.0
DXG,2021,2,,,,,,531065287860.0,1.13505513,0.31257744,0.035747,0.12688,0.11613481,14269.06448107,574.86228261,1.69247255,16.24385421,2975716278957.0,1025010522557.0
DXG,2021,3,,,,,,298948315706.0,1.18019447,0.29053424,0.031777,0.11214,0.1082533,14271.48419291,86.93423195,2.42441498,24.60489045,3541125223518.0,1065177238808.0
DXG,2021,4,,,,,,51966940811.0,1.11143097,0.26886451,0.044885,0.15509,0.12122112,,,2.53556311,18.90371725,1302620715375.0,349526085387.0
DXG,2022,1,,,,,,275279783946.0,1.06655705,0.25681597,0.031606,0.102502,0.08915706,15142.68977298,443.4661022,1.73681165,17.50986223,2287171930502.0,272963596881.0
DXG,2022,2,,,,,,270193641361.0,1.12556933,0.21309757,0.025169,0.081536,0.06679213,15349.77480978,218.47527542,0.87949173,11.08581856,1792196132625.0,603524189445.0
DXG,2022,3,,,,,,133111933294.0,1.14733828,0.1957976,0.027995,0.090199,0.0600373,15611.63478343,250.31778264,0.90059273,10.26658175,1567867636734.0,246102355341.0
DXG,2022,4,,,,,,153139163249.0,1.19480197,0.14441656,0.007336,0.023854,0.0328987,,,0.89078312,38.16048446,1256153376482.0,220701516910.0
DXG,2023,1,,,,,,-407619188073.0,1.17597274,0.04741646,-0.007039,-0.023239,-0.00532668,14955.23092816,-155.30503919,1.26349578,-53.31650769,1016396954213.0,-264278205669.0
DXG,2023,2,,,,,,-95012361879.0,1.15899801,0.01008042,-0.00628371,-0.02079719,0.00803777,15200.4053166,255.30453768,1.09223673,-52.49218221,415948155432.0,-4926143326.0
DXG,2023,3,,,,,,156189955267.0,1.13635587,0.04330567,-0.009109,-0.030105,0.02593491,15300.07340943,111.23929512,1.44367615,-41.2388391,675966562465.0,82084101190.0
DXG,2023,4,,,,,,68053864954.0,1.02915559,0.1990568,0.00596569,0.01656915,0.02561892,,,1.23781389,59.95976006,1213881428313.0,329602881679.0
DXG,2024,1,,,,,,47117712479.0,0.91484843,0.22705303,0.01013549,0.03128873,0.02622019,14704.50981483,43.29905533,0.9565701,29.37838767,1400162406759.0,330935415406.0
DXG,2024,2,,,,,,31281442401.0,0.86057289,0.24308038,0.00608582,0.01791813,0.02873627,14744.2380021,45.56868752,1.1062255,59.98558926,1064682454919.0,254718909276.0
DXG,2024,3,,,,,,32921140270.0,0.84530506,0.23292963,0.00488723,0.0137345,0.02523281,14786.7864353,42.51269867,1.24317149,74.48283578,1125936190760.0,252661998796.0
DXG,2024,4,,,,,,30713338306.0,0.91967071,0.23778752,0.00882994,0.02576059,0.03566197,,,1.2604594,43.73059834,1014984416240.0,234059319931.0
DXG,2025,1,,,,,,161019080828.0,0.97045611,0.25137992,0.00905132,0.0247525,0.03555655,14114.71699941,55.4162072,1.59659957,62.34466686,1589868255907.0,398862985279.0
DXG,2025,2,,,,,,48356042143.0,0.70781607,0.26982954,0.0103719,0.02803346,0.04149808,12151.26648883,79.72830676,1.74168694,60.62900057,924928832683.0,284769653992.0
DXG,2025,3,,,,,,81373235278.0,0.85781326,0.26600275,0.01177242,0.03218534,0.04303987,12233.85986251,90.95840773,1.37196485,38.97367749,769741525679.0,232804104623.0
DXG,2025,4,,,,,,92835032036.0,0.82040329,0.208108,0.00687167,0.0186976,0.03347551,,,1.16482453,64.59458973,1068288616852.0,232428353140.0
DXS,2021,4,,,,,,151080984217.0,0.9511512,0.29240203,0.041062,0.111759,0.14473367,,,1.95499947,19.72564836,894296715081.0,321794769801.0
DXS,2022,1,,,,,,-28765449861.0,1.01899258,0.26802347,0.029296,0.078521,0.11007884,13955.53964429,345.4918381,1.16441216,15.00925353,1330847715538.0,105240118438.0
DXS,2022,2,,,,,,123755593761.0,1.04350731,0.22848117,0.026685,0.073104,0.09543067,14553.79434752,424.20210246,0.59784998,8.51732277,863477676469.0,293967988103.0
DXS,2022,3,,,,,,174741620002.0,1.06105365,0.20662271,0.023643,0.0665,0.08230841,14782.82447155,291.96276836,0.48515682,7.57527627,1313778836169.0,275229644332.0
DXS,2022,4,,,,,,120268256164.0,0.99176219,0.17804308,0.0201436,0.05474527,0.06732142,,,0.47215951,8.28571881,1053401335486.0,259278332208.0
DXS,2023,1,,,,,,-99891669923.0,0.98028225,0.12152868,0.009252,0.02593,0.03566443,13255.84199249,-85.60016896,0.86754202,33.33255845,916823552963.0,-99159913686.0
DXS,2023,2,,,,,,-38787352031.0,0.93785163,0.06024351,-0.00224876,-0.00620213,0.0175781,13192.84619476,-41.83100288,0.60504965,-96.80019012,366759737948.0,-2497343023.0
DXS,2023,3,,,,,,-18954563456.0,0.94861182,-0.00268246,-0.009487,-0.025711,-0.00079398,13200.12382896,7.55958701,0.70451859,-27.32615919,624514040424.0,18794101018.0
DXS,2023,4,,,,,,3425418037.0,0.90759498,0.05376774,-0.01049372,-0.02692252,-0.01069828,,,0.69497778,-24.10127427,547492718911.0,76465462534.0
DXS,2024,1,,,,,,-113893698237.0,0.88574061,0.09468756,-0.00624143,-0.01655993,-0.04078515,10183.71552427,53.89530505,0.55284341,-32.97312706,477486755466.0,13611786502.0
DXS,2024,2,,,,,,31210939526.0,0.86449742,0.14157659,-0.00264671,-0.00696189,0.00735889,10252.03780769,65.68746398,0.56574118,-81.11470287,534187293135.0,97896050957.0
DXS,2024,3,,,,,,38039815600.0,0.87331816,0.14766584,-0.00062877,-0.00163819,0.01232749,10312.42779355,60.34842665,0.64970152,-399.23373246,702464284278.0,126861314051.0
DXS,2024,4,,,,,,34947962403.0,0.81190125,0.18233723,0.02029914,0.05216526,,,,0.62030197,26.50482574,581705944140.0,100648620553.0
DXS,2025,1,,,,,,36472132228.0,0.84440452,0.17468779,0.0097523,0.02494699,0.03077938,10451.21112484,69.17086914,1.04772546,42.41109839,791388173004.0,119111526285.0
DXS,2025,2,,,,,,40057066407.0,0.81067343,0.2410463,0.02124127,0.05392219,0.04979062,10819.98906581,373.22052563,1.02587904,19.6210071,512463892908.0,75452779398.0
DXS,2025,3,,,,,,216133172332.0,0.95839575,0.23984428,0.02345544,0.06005612,0.05266844,10934.89211207,4.56711852,0.65204118,11.15073894,965086927800.0,350498526462.0
DXS,2025,4,,,,,,77627463241.0,0.90690847,0.16997559,0.0220307,0.0568929,0.05039587,,,0.66629604,12.0264755,864110795720.0,165161854058.0
EIB,2021,3,0.02184058,0.42827305,0.74267819,0.02188756,817665000000.0,172128000000.0,,,,,,,,,,,
EIB,2021,4,0.01959715,0.60808634,0.79091597,0.02257882,983409000000.0,272695000000.0,,,,,,,,,,,
EIB,2022,1,0.01975356,0.63051813,0.81086151,0.02475237,737381000000.0,329441000000.0,,,,,,,,,,,
EIB,2022,2,0.01881992,0.70675825,0.82691952,0.02705729,985847000000.0,191173000000.0,,,,,,,,,,,
EIB,2022,3,0.01895929,0.56471465,0.81203011,0.03067415,1244924000000.0,647228000000.0,,,,,,,,,,,
EIB,2022,4,0.0179813,0.55800414,0.82579728,0.03316608,1417523000000.0,871387000000.0,,,,,,,,,,,
EIB,2023,1,0.02342798,0.45992779,0.82135515,0.03190708,1491922000000.0,1023545000000.0,,,,,,,,,,,
EIB,2023,2,0.02749691,0.43563015,0.80123938,0.02943489,1437602000000.0,403592000000.0,,,,,,,,,,,
EIB,2023,3,0.02642213,0.38647145,0.82507109,0.02569414,1236609000000.0,696121000000.0,,,,,,,,,,,
EIB,2023,4,0.02653534,0.41208256,0.80397551,0.02466067,1094223000000.0,422618000000.0,,,,,,,,,,,
EIB,2024,1,0.02859305,0.37314275,0.83076294,0.02489103,868736000000.0,241811000000.0,,,,,,,,,,,
EIB,2024,2,0.02644631,0.3996036,0.83100208,0.02635014,1397536000000.0,804549000000.0,,,,,,,,,,,
EIB,2024,3,0.0270738,0.39949785,0.83584084,0.02859172,1358029000000.0,527251000000.0,,,,,,,,,,,
