ticker,year,quarter,AssetQualityComponent.ProblemLoansAndLeasesCalculatedAsPercentageOfGrossLoans,AssetQualityComponent.LoanLossReservesToNPLs,LiquidityAndAssetsComponent.LDRPercentage,ProfitabilityComponent.NIM,GrowthComponent.AverageLoansGrowthPercentageYoY,GrowthComponent.AverageDepositGrowthPercentageYoY,GrowthComponent.InterestincomeGrowthPercentageYoY,NetInterestIncome,AttributeToParentCompany,SolvencyRatio.LiabilitiesToEquityRatio,ProfitabilityRatio.EBITMargin,ProfitabilityRatio.ROA,ProfitabilityRatio.ROE,ProfitabilityRatio.ROIC,ValuationRatios.BookValuePerShare,ValuationRatios.BasicEPS,ValuationRatios.PriceToBook,ValuationRatios.PriceToEarning,Growth.NetRevenueGrowthYoY,Growth.EBTgrowthYoY,Revenue,EBIT
DXS,2025,,,,,,,,,,351512195294.0,0.90690847,0.16997559,0.0220307,0.0568929,0.05039587,,,,,0.62694125,0.94052768,3966804027163.0,674173914059.0
EIB,2025,,0.02585283,0.38679362,0.85741309,0.02646348,0.22743267,0.09398779,0.25460419,3524302000000.0,965437000000.0,,,,,,,,,,,,,
EIB,2025,,0.02664533,0.41171745,0.83865831,0.025066,0.20709319,0.0876673,0.14445541,5591971000000.0,2945752000000.0,,,,,,,,,,,,,
EIB,2025,,0.02990309,0.34702521,0.83972047,0.02397243,0.13477334,0.0531779,0.00067207,4597104000000.0,2165099000000.0,,,,,,,,,,,,,
EIB,2025,,0.02862269,0.43887358,0.80723231,0.02398677,0.11332719,0.05886158,0.00948084,5923525000000.0,3326804000000.0,,,,,,,,,,,,,
EIB,2025,,0.02862269,0.43887358,0.80723231,0.02398677,0.11332719,0.05886158,0.00948084,5979685000000.0,1136939000000.0,,,,,,,,,,,,,
EVF,2025,,0.00704975,1.79485636,1.17157304,0.02738043,0.38562832,2.18811188,0.12446726,786127000000.0,330571000000.0,,,,,,,,,,,,,
EVF,2025,,0.00880118,1.53798569,1.10428385,0.02912793,0.32602233,1.46829985,0.18458869,919202000000.0,365787000000.0,,,,,,,,,,,,,
EVF,2025,,0.00927246,1.50165319,1.1891613,0.02882853,0.31483038,0.4252076,0.30976609,709025000000.0,328379000000.0,,,,,,,,,,,,,
EVF,2025,,0.00927246,1.50165319,1.1891613,0.02882853,0.31483038,0.4252076,0.30976609,1444335000000.0,560822000000.0,,,,,,,,,,,,,
EVF,2026,,0.01104659,1.38806109,1.20984964,0.02691795,0.25398263,-0.15305231,0.27880615,1891741000000.0,894337000000.0,,,,,,,,,,,,,
FPT,2025,,,,,,,,,,4337411879802.0,0.95261755,0.16640581,0.11809332,0.27663055,0.20878023,21801.35790603,1478.04155756,5.14188155,75.84360496,0.17780582,0.20224921,35671052233610.0,5415027516223.0
FPT,2025,,,,,,,,,,5310108591408.0,1.038134,0.16243299,0.11687948,0.27599049,0.19740011,22480.13522042,1523.94294465,4.22595323,62.33829182,0.14540813,0.19530032,44023010881275.0,6794557295869.0
FPT,2025,,,,,,,,,,6465190432622.0,0.93176028,0.16178751,0.11562932,0.27370698,0.19023479,21008.49550569,1429.31098128,4.68857944,68.91432396,0.12620772,0.18515522,52625174861333.0,8451627899363.0
FPT,2025,,,,,,,,,,7856767812178.0,1.01476432,0.15672658,0.11709768,0.28293685,0.19784109,,,,,0.11557948,0.17832212,62962652134635.0,10508347783359.0
FPT,2025,,,,,,,,,,9376127629501.0,1.01476432,0.15672658,0.11709768,0.28293685,0.19784109,21414.75870283,5504.01434424,3.42754271,13.33572106,0.11557948,0.17832212,70207688944553.0,10988543474155.0
FRT,2025,,,,,,,,,,443732167619.0,6.13202171,0.02067289,0.03014765,0.23945765,0.08964327,15265.24207849,1232.82313614,10.01621849,124.02427852,0.28952019,4.42510801,22619505421050.0,494860027872.0
FRT,2025,,,,,,,,,,390360854577.0,4.42678164,0.02209214,0.03300922,0.24867979,0.09203946,21039.52584939,870.93045947,6.89179029,166.48860816,0.27484161,12.07706905,30276710796279.0,556540896920.0
FRT,2025,,,,,,,,,,-345643489328.0,4.40817685,0.02305729,0.03497734,0.24798776,0.09050669,18116.1266279,1284.38722394,9.10790719,128.46593062,0.27501364,2.73835871,31975613596365.0,-84504147125.0
FRT,2025,,,,,,,,,,317516265617.0,3.61449892,0.02571809,0.04019871,0.26132814,0.10032993,,,,,0.27374429,1.31350433,40241629282059.0,690016104152.0
FRT,2025,,,,,,,,,,794864943551.0,3.61449892,0.02571809,0.04019871,0.26132814,0.10032993,24494.5213023,4667.39055936,5.89927838,30.95948328,0.27374429,1.31350433,51232049640567.0,1313753592287.0
FTS,2025,,,,,,,,,,845975042902.0,1.66244303,0.48441531,0.04487743,0.10944789,0.0491942,12227.47423814,174.94089976,2.80924738,196.35202544,-0.01494176,-0.17645544,1383479260656.0,974670804567.0
FTS,2025,,,,,,,,,,318225400741.0,2.18881892,0.44614334,0.03770089,0.10124599,0.04174415,12386.53451707,159.06027894,2.68436664,209.04024702,0.1421444,-0.04063689,850241318065.0,438274052555.0
FTS,2025,,,,,,,,,,444917590949.0,2.149273,0.41478586,0.03351072,0.09293916,0.04028085,,,,,0.05058562,-0.22992436,944166710638.0,531625707978.0
FTS,2025,,,,,,,,,,567317494337.0,2.149273,0.41478586,0.03351072,0.09293916,0.04028085,12756.10928914,999.76836339,2.07351626,26.45612821,0.05058562,-0.22992436,1147748531060.0,652345974157.0
FTS,2026,,,,,,,,,,396754274822.0,1.88325692,0.40154384,0.03108641,0.09238991,0.03582722,13072.35505571,461.51796479,2.02335386,57.31087849,0.09611226,-0.19063132,1205808101002.0,500152145289.0
GAS,2025,,,,,,,,,,8672965062460.0,0.27505618,0.11636664,0.12132574,0.16957199,0.16697613,26894.06708245,1176.66073437,2.52472041,57.70567337,0.1506732,-0.00835291,78992156122272.0,10373999535300.0
GAS,2025,,,,,,,,,,14798317219715.0,0.28878618,0.1319753,0.1402003,0.19395627,0.19449425,28780.20101079,2026.57615584,2.0743427,29.45855246,0.08044966,0.10077507,100723549227433.0,17799393530667.0
GAS,2025,,,,,,,,,,11606030646959.0,0.41410703,0.12031085,0.13970267,0.18928769,0.18963119,26923.5715991,1056.43266179,4.34563444,110.75007829,0.15022763,0.08556835,90014136902542.0,12906192709012.0
GAS,2025,,,,,,,,,,10398370049725.0,0.38305264,0.09712578,0.13013499,0.18040289,0.1720083,,,,,0.30478632,0.09013954,103603614927247.0,12042034061675.0
GAS,2025,,,,,,,,,,11414339911686.0,0.38305264,0.09712578,0.13013499,0.18040289,0.1720083,27474.66187983,4730.45072045,2.84989858,16.55233394,0.30478632,0.09013954,135196548909363.0,13124515062781.0
GEE,2024,,,,,,,,,,565867041019.0,0.85566746,0.10395955,0.11929863,0.26846818,0.17391072,,,,,0.27231169,1.22618291,18847758909185.0,1081813566286.0
GEE,2024,,,,,,,,,,880462911763.0,0.85566746,0.10395955,0.11929863,0.26846818,0.17391072,21324.88312807,5294.11544962,9.56628924,38.53334933,0.27231169,1.22618291,16822823680023.0,1357007414813.0
GEE,2025,,,,,,,,,,745377314586.0,0.82636799,0.11476981,0.14645251,0.30889617,0.19761867,22584.2155864,1481.38628995,5.36658001,81.81525698,0.34156926,1.64501467,16757537132187.0,1277958725998.0
GEE,2025,,,,,,,,,,1588234634885.0,0.95492365,0.11790374,0.1437776,0.29822179,0.21209571,18599.53964504,1443.01542561,8.33353959,107.41395916,0.30055146,0.72793494,21351265987360.0,2196625988777.0
GEE,2025,,,,,,,,,,3257379502829.0,0.88383528,0.11937639,0.23646179,0.48058042,0.21963963,20386.50315414,4765.11311978,10.00662048,42.81115576,0.26252169,1.82007496,25659652863824.0,2936774918857.0
GEX,2025,,,,,,,,,,1038701162390.0,1.2878018,0.11426402,0.03247377,0.12755476,0.07917497,16700.77730049,271.97320249,3.20344371,196.71055645,0.1573838,1.36274087,28762798502282.0,2196672768366.0
GEX,2025,,,,,,,,,,368916322614.0,1.34256284,0.12794823,0.02804056,0.11081437,0.08887513,16177.66457481,727.9163256,2.96705373,65.94164509,0.2091425,0.8750258,32262726561846.0,3499908525079.0
GEX,2025,,,,,,,,,,330357294753.0,1.36194446,0.12330221,0.03556421,0.14102608,0.08270916,17878.23729657,689.19817647,2.0415883,52.96009369,0.19828946,1.09949534,30296407854092.0,2793560040995.0
GEX,2025,,,,,,,,,,1631297943916.0,1.43897242,0.12452852,0.02320538,0.0929131,0.0731337,,,,,0.17066161,0.27904892,34060209909943.0,3733255432954.0
GEX,2025,,,,,,,,,,1477891529178.0,1.43897242,0.12452852,0.02320538,0.0929131,0.0731337,19702.21186838,1633.85776595,2.02007776,24.35952555,0.17066161,0.27904892,39908172858988.0,4920436840142.0
GMD,2025,,,,,,,,,,612182073397.0,0.28282243,0.26884223,0.07969914,0.11910605,0.10709244,30163.19212232,959.02531337,1.88972042,59.43534462,0.29218984,-0.44296428,3206290165333.0,692870189165.0
GMD,2025,,,,,,,,,,993915564733.0,0.38524985,0.29291505,0.08133183,0.1220293,0.12235132,29056.67962478,1059.66195551,2.42629237,66.53065125,0.30039292,0.13441351,3898243608570.0,1051446877132.0
GMD,2025,,,,,,,,,,2250577339920.0,0.3618564,0.26872374,0.07485579,0.11198189,0.10972929,29824.23455247,750.15299939,2.29678988,91.31470521,0.28921773,0.08099199,3845826296568.0,1116528689623.0
GMD,2025,,,,,,,,,,1455479595602.0,0.32900279,0.2765204,0.0928309,0.13757929,0.10877289,,,,,0.2326148,0.20120022,4832024798961.0,1313441597329.0
GMD,2025,,,,,,,,,,1755629825296.0,0.32900279,0.2765204,0.0928309,0.13757929,0.10877289,30808.85837756,4116.41256429,2.43436479,18.2197481,0.2326148,0.20120022,5956025297015.0,1646962478347.0
GVR,2025,,,,,,,,,,4158196263511.0,0.38540892,0.16861278,0.05838415,0.08911256,0.06779831,13576.98321455,296.16199662,2.17279491,99.6076483,0.21320181,0.61645319,26226269744269.0,5386215283929.0
GVR,2025,,,,,,,,,,3881881209633.0,0.3458012,0.1730568,0.06434027,0.09790076,0.07172207,14091.69339831,361.70277396,1.95505247,76.16751096,0.24639593,0.69308759,25475298231163.0,4040806009272.0
GVR,2025,,,,,,,,,,2623175190293.0,0.32700533,0.20418188,0.07493598,0.11315164,0.0862512,14507.98723205,474.31580636,2.81569037,86.12405375,0.22834263,0.74829702,22167764814943.0,2506997073286.0
GVR,2025,,,,,,,,,,3988716618482.0,0.38714254,0.17077862,0.06269432,0.09728568,0.07189072,,,,,0.10807551,0.26777709,26267016732896.0,4085665459630.0
GVR,2025,,,,,,,,,,5318551565051.0,0.38714254,0.17077862,0.06269432,0.09728568,0.07189072,14077.21743005,1329.63789126,2.36907614,25.08201686,0.10807551,0.26777709,29099643438453.0,4965910239433.0
HAG,2025,,,,,,,,,,203030161000.0,1.40971534,0.28428708,0.05096089,0.13350656,0.10803296,8645.97026221,322.18816085,1.57877018,42.36654744,-0.08558219,-0.33174867,2187415636000.0,551962290000.0
HAG,2025,,,,,,,,,,1128745396000.0,1.5065152,0.30793986,0.05811813,0.15200274,0.12433677,9237.44503624,466.11606281,1.65630214,32.82444271,0.02731583,-0.2728133,5197982826000.0,2271356723000.0
HAG,2025,,,,,,,,,,1663970953000.0,1.08850974,0.30387284,0.05844208,0.14424243,0.12263523,9989.69281943,328.18469768,1.72677982,52.56186569,0.18061548,-0.23413817,6492569736000.0,883296781000.0
HAG,2025,,,,,,,,,,1013433083000.0,0.86014065,0.28165247,0.08724629,0.19337156,0.11345765,,,,,0.28518243,1.15250967,5894531814000.0,1610141349000.0
HAG,2025,,,,,,,,,,2122808772000.0,0.86014065,0.28165247,0.08724629,0.19337156,0.11345765,10423.54025068,1674.84217414,1.56376813,9.7322603,0.28518243,1.15250967,7484526405000.0,2093318398000.0
HCM,2025,,,,,,,,,,1147062381087.0,2.43062089,0.24598882,0.02683683,0.08474465,0.02881903,14128.40307127,266.87995075,1.7447124,92.36362616,0.20596903,-0.11769605,4460112837812.0,1427879513423.0
HCM,2025,,,,,,,,,,852487875934.0,3.21312777,0.27549385,0.03071857,0.10458132,0.03496847,14739.56993931,611.16686804,1.73003691,41.72346594,0.24348613,0.09822394,3901444793030.0,1064457183556.0
HCM,2025,,,,,,,,,,674358865907.0,2.19731457,0.28656315,0.03028361,0.09433812,0.03334179,,,,,0.2010907,0.1379624,2903163797459.0,839978627934.0
HCM,2025,,,,,,,,,,1039655044354.0,2.19731457,0.28656315,0.03028361,0.09433812,0.03334179,13455.94297397,1090.50755062,1.94709505,24.02550994,0.2010907,0.1379624,4276240392092.0,1292571017987.0
HCM,2026,,,,,,,,,,1178617386238.0,1.80980371,0.27706055,0.02982306,0.0999018,0.03368771,13325.32968676,268.98707514,1.96618025,97.40244949,0.26972814,0.26085013,5136152570432.0,1471832069985.0
HDB,2025,,0.02371274,0.53295296,0.73316073,0.05110618,0.22749476,0.22844408,0.26940256,13890777000000.0,6053519000000.0,,,,,,,,,,,,,
HDB,2025,,0.02541401,0.47173955,0.7975306,0.05114191,0.31732034,0.23831671,0.2176557,13890777000000.0,6053519000000.0,,,,,,,,,,,,,
HDB,2025,,0.02901054,0.43374501,0.73294281,0.04824043,0.2252938,0.22881622,0.10183194,18011568000000.0,7749794000000.0,,,,,,,,,,,,,
HDB,2025,,0.02437957,0.54799457,0.70267588,0.04532389,0.23468537,0.28161751,0.12603637,22183974000000.0,10070898000000.0,,,,,,,,,,,,,
HDB,2025,,0.02437957,0.54799457,0.70267588,0.04532389,0.23468537,0.28161751,0.12603637,30857076000000.0,12762953000000.0,,,,,,,,,,,,,
HDC,2025,,,,,,,,,,309339306260.0,1.09253258,0.22918007,0.01757464,0.037817,0.0216674,13017.54517172,324.45768925,3.16495925,126.98111762,-0.23991433,-0.30284826,1410192324621.0,422786470243.0
HDC,2025,,,,,,,,,,419367318934.0,0.87564398,0.11892699,0.12172114,0.25194671,0.01080172,16033.39658189,3015.85141017,1.33159558,7.07926124,-0.22137949,4.48815451,1303389521752.0,408867254672.0
HDC,2025,,,,,,,,,,131643451216.0,1.07105351,-0.0160093,0.11662731,0.24868141,-0.00135596,,,,,-0.16427293,8.06422165,666012382553.0,239538281225.0
HDC,2025,,,,,,,,,,66057103130.0,1.07105351,-0.0160093,0.11662731,0.24868141,-0.00135596,14464.66360004,3199.38149869,1.29280573,5.84487971,-0.16427293,8.06422165,556262767958.0,163246700622.0
HDC,2026,,,,,,,,,,639091078736.0,0.91208749,0.13065906,0.12350386,0.24792032,0.01411822,14751.80723698,287.14363694,1.26764129,65.12420125,0.08278479,7.19631493,456497816007.0,-7308208382.0
HDG,2025,,,,,,,,,,1096497637724.0,0.82897855,0.43789715,0.02025153,0.04590205,0.07239339,18593.82009019,461.05311802,1.44402817,58.23623993,-0.10997778,-0.47906999,3778411799998.0,1979673256243.0
HDG,2025,,,,,,,,,,1095618039142.0,0.85321723,0.4165753,0.01426658,0.03225833,0.06893461,16837.84163215,-49.65709666,1.84109108,-624.28136329,-0.07745357,-0.58404141,3581190677660.0,2048619115787.0
HDG,2025,,,,,,,,,,665078031091.0,0.79486246,0.4429545,0.02456372,0.05532795,0.0821527,17608.15008372,770.30689347,1.55893719,35.6351478,-0.06098022,-0.47288853,2889383967575.0,1490040075764.0
HDG,2025,,,,,,,,,,348309879490.0,0.74865693,0.52441784,0.05399568,0.11888546,0.10954914,,,,,0.02536316,0.86864281,2774708549033.0,1140362784299.0
HDG,2025,,,,,,,,,,770390274176.0,0.74865693,0.52441784,0.05399568,0.11888546,0.10954914,18546.68924668,2082.34391356,1.43421824,12.77406668,0.02536316,0.86864281,2815579404629.0,1461311521247.0
HHV,2025,,,,,,,,,,268873236620.0,2.48329982,0.39383558,0.01234171,0.05240092,0.03845105,12964.96752228,338.31104526,0.96028008,36.80045383,0.1819961,0.39832256,1861340178631.0,830071610860.0
HHV,2025,,,,,,,,,,264050336161.0,2.36872482,0.39027613,0.01274218,0.0521688,0.03955918,12955.84941558,275.88274765,1.15391894,54.18968793,0.14752673,0.37398009,2094582751424.0,943679677156.0
HHV,2025,,,,,,,,,,322122856962.0,2.34380526,0.39333954,0.01322973,0.05228632,0.04116612,12597.06667522,259.06654091,0.96847943,47.09214844,0.14116719,0.41752271,2685542239251.0,1019638696668.0
HHV,2025,,,,,,,,,,426416159039.0,2.34785919,0.40448352,0.01458157,0.05784852,0.0447339,,,,,0.14905759,0.33675395,3308251591277.0,1269463949278.0
HHV,2025,,,,,,,,,,580772601633.0,2.34785919,0.40448352,0.01458157,0.05784852,0.0447339,12950.48630373,1167.53934325,0.98065815,10.87757777,0.14905759,0.33675395,3801371595413.0,1537592146092.0
HPG,2025,,,,,,,,,,34478143197460.0,0.97961353,0.12035549,0.05924112,0.11550218,0.07616073,19000.81858229,665.46602754,1.43414874,40.948747,0.06530575,0.23563399,150865359967200.0,37664079761085.0
HPG,2025,,,,,,,,,,8483510554031.0,0.93051315,0.12691819,0.0611533,0.12022432,0.0780053,16342.67951108,519.61907588,1.63987796,51.57624353,0.0409567,0.21286774,142770810676858.0,13078175872803.0
HPG,2025,,,,,,,,,,6835064334356.0,0.96539536,0.13084891,0.06406936,0.12690593,0.08657997,,,,,0.12430931,0.31745638,120355231616139.0,9669188228747.0
HPG,2025,,,,,,,,,,12021443836074.0,0.96539536,0.13084891,0.06406936,0.12690593,0.08657997,16830.37883831,1993.12644929,1.6577167,13.99810835,0.12430931,0.31745638,140561387448572.0,14614724419648.0
HSG,2025,,,,,,,,,,4379126817175.0,0.55136793,0.01235449,0.02416707,0.04172098,0.0268708,18192.17561841,334.16989107,0.98943636,53.86481691,0.1296484,-0.42775922,56825986988036.0,5074165787437.0
HSG,2025,,,,,,,,,,-1068113902805.0,0.70045058,0.01142603,0.02448156,0.04180186,0.02444919,18099.49350679,440.87471129,0.9392528,38.5597077,0.02737137,-0.552898,41030620528153.0,-805839667185.0
HSG,2025,,,,,,,,,,813601355385.0,0.67175411,0.02025954,0.03878771,0.06508166,0.04331283,18233.40604535,142.03740264,0.88299465,113.35042532,-0.06961922,0.48781764,33391916677198.0,895229247458.0
HSG,2025,,,,,,,,,,576809632560.0,0.8510655,0.01838207,0.03075927,0.05594508,0.03369984,,,,,-0.14154037,0.16399757,41040440243474.0,526899235381.0
HSG,2025,,,,,,,,,,628388496317.0,0.8510655,0.01838207,0.03075927,0.05594508,0.03369984,18294.16748106,1011.92656733,0.86366324,15.61378119,-0.14154037,0.16399757,35523577933205.0,637843697891.0
HT1,2025,,,,,,,,,,371277573581.0,0.65423575,0.02877992,0.00923169,0.01560154,0.02662878,12726.72487252,-24.05260639,1.02147254,-540.48196645,0.01809001,0.23228553,7470381177162.0,587764098120.0
HT1,2025,,,,,,,,,,257706300456.0,0.63325267,0.04248443,0.01743421,0.02913261,0.04141572,12962.69756143,294.37832113,1.36159931,59.95686072,0.03493492,1.57106765,9473516917030.0,470993888937.0
HT1,2025,,,,,,,,,,17727945657.0,0.62624914,0.05078704,0.02525892,0.04175735,0.05203747,13087.18321158,224.48565015,1.28369869,74.8377457,0.0590169,1.5739786,7541572367977.0,187563551149.0
HT1,2025,,,,,,,,,,60146180469.0,0.49354151,0.05752269,0.03459792,0.05505269,0.06175071,,,,,0.06968699,3.33755044,7360182839307.0,175063730182.0
HT1,2025,,,,,,,,,,273733616880.0,0.49354151,0.05752269,0.03459792,0.05505269,0.06175071,13309.72209362,319.99959475,1.13075238,47.03130956,0.06968699,3.33755044,7963542745613.0,423596401231.0
IMP,2025,,,,,,,,,,189094874963.0,0.42547684,0.19104157,0.12979473,0.16443938,0.16647257,13776.31005022,586.17205195,3.6112718,84.87269196,0.16326987,0.33789094,1301313458150.0,234071891248.0
IMP,2025,,,,,,,,,,223540317602.0,0.34942751,0.19470951,0.12697832,0.16556831,0.1640223,14275.46859016,499.15853994,3.75469286,107.38071316,0.1347157,0.34957109,1676311518466.0,296500091607.0
IMP,2025,,,,,,,,,,299556005542.0,0.20642,0.18943845,0.13206388,0.15553047,0.1630711,,,,,0.10700803,0.10404636,2113869795523.0,381046953304.0
IMP,2025,,,,,,,,,,320862393082.0,0.20642,0.18943845,0.13206388,0.15553047,0.1630711,14973.25904148,1948.40717927,3.22908993,24.81514158,0.10700803,0.10404636,2512786046784.0,415158231247.0
IMP,2026,,,,,,,,,,349138023396.0,0.18596048,0.19485174,0.123041,0.15842155,0.15441207,15440.78240023,532.44039783,3.13131801,90.80828614,0.03689483,0.0759742,2914294074254.0,462435447591.0
KBC,2025,,,,,,,,,,1094882888170.0,1.52179249,0.31348772,0.02745238,0.06690095,0.05170476,25196.04104952,1019.6814119,1.15097447,28.44025561,0.60615692,0.24321568,4245981967388.0,1848542588845.0
KBC,2025,,,,,,,,,,1526351079824.0,1.73791979,0.36416347,0.0267341,0.07043488,0.05266446,25382.5325355,430.30145447,1.39859961,82.50030213,1.53656392,2.32708197,1397476163499.0,-244624308726.0
KBC,2025,,,,,,,,,,2030699360319.0,1.5536811,0.39925477,0.02587351,0.07094586,0.04992828,25709.25288014,326.28448957,1.35748791,106.96187259,1.0484634,1.7141228,5858772665527.0,2882601483450.0
KBC,2025,,,,,,,,,,381924116264.0,1.60351644,0.36437844,0.03680527,0.0970329,0.05160337,,,,,1.40910351,3.05430429,2775773466955.0,725566911235.0
KBC,2025,,,,,,,,,,2103625414463.0,1.60351644,0.36437844,0.03680527,0.0970329,0.05160337,26335.01531185,2233.72952922,1.29865123,15.3107167,1.40910351,3.05430429,6687125604053.0,2436644380320.0
KDC,2025,,,,,,,,,,590401869878.0,0.91016944,-0.01646528,-0.00337172,-0.00641404,0.02311149,22588.79764987,-260.48571118,2.38613851,-206.92113881,0.02907381,-0.95635667,10675274452835.0,611701468356.0
KDC,2025,,,,,,,,,,362600497164.0,0.83368865,-0.0113503,0.00405824,0.00807964,-0.00701932,22829.02474768,355.95294882,2.2690413,145.52485145,0.14589658,1.32834281,12787155345809.0,418418660158.0
KDC,2025,,,,,,,,,,143303681956.0,0.79670124,-0.00834252,0.00606822,0.01228182,-0.00533991,23017.10001613,179.2120836,2.17229799,278.99904401,0.178628,1.37709171,8905535115422.0,-67411096854.0
KDC,2025,,,,,,,,,,37310662846.0,0.79725283,-0.00550739,0.038153,0.07608782,-0.00406959,,,,,0.08778544,5.9336334,8591293063411.0,-78737987792.0
KDC,2025,,,,,,,,,,522443281291.0,0.79725283,-0.00550739,0.038153,0.07608782,-0.00406959,24536.29006778,1802.73255774,1.82179131,24.7956913,0.08778544,5.9336334,9291536690397.0,-49866756790.0
KDH,2025,,,,,,,,,,1202474135000.0,0.5434158,0.37753408,0.02871197,0.05309552,0.04620197,17323.59188934,120.60141391,1.59320308,228.85303833,0.82529359,0.24819202,3746129199000.0,1407142666000.0
KDH,2025,,,,,,,,,,1102953667000.0,0.58585194,0.30775729,0.02550501,0.04551558,0.0402236,17464.32943806,196.84135738,1.91819561,170.18781239,0.9663479,0.16245723,2973585022000.0,1065104800000.0
KDH,2025,,,,,,,,,,715673834000.0,0.62337836,0.370061,0.03048528,0.05409932,0.05597305,16070.12331869,210.08895285,1.71125009,130.89693497,1.88437485,1.3565082,2166305461000.0,1219675559000.0
KDH,2025,,,,,,,,,,810413554000.0,0.60997778,0.46441169,0.03225184,0.0582151,0.06599159,,,,,0.41863218,0.93993391,3295129859000.0,1307679311000.0
KDH,2025,,,,,,,,,,1045471436000.0,0.60997778,0.46441169,0.03225184,0.0582151,0.06599159,16505.62509775,885.03357502,1.5509864,28.9254563,0.41863218,0.93993391,4689097351000.0,2160027561000.0
KOS,2025,,,,,,,,,,22548598613.0,1.08377075,0.08622042,0.00441376,0.00914404,0.0198085,10688.41820394,12.05203592,3.63477544,3223.52175665,0.16824128,0.09539659,1106568127246.0,21337594628.0
KOS,2025,,,,,,,,,,21719114210.0,1.06534437,0.08411419,0.00318298,0.00661051,0.01666661,10708.39758156,19.97937761,3.62332456,1942.00243658,0.03102947,-0.20709658,1343460401347.0,101638968080.0
KOS,2025,,,,,,,,,,21062655740.0,1.07317775,0.0815073,0.0031241,0.0065148,0.01652796,10759.27037821,50.87279665,3.63872257,769.56649876,0.05866316,-0.37587899,1315815469460.0,104301370613.0
KOS,2025,,,,,,,,,,21434709645.0,1.08168031,0.08667977,0.00389937,0.00816406,0.01962607,,,,,0.0808665,-0.05187277,1438926718406.0,124956018515.0
KOS,2025,,,,,,,,,,18946386554.0,1.08168031,0.08667977,0.00389937,0.00816406,0.01962607,10763.8858914,87.51972337,3.53961389,435.33044362,0.0808665,-0.05187277,1555287684320.0,134811974648.0
LPB,2025,,0.01742043,0.75287119,0.81245225,0.03152752,0.16197105,0.08704043,0.16919496,9017159000000.0,2873248000000.0,,,,,,,,,,,,,
LPB,2025,,0.01779745,0.76132911,0.80352447,0.031072,0.21508116,0.20227196,0.10724658,9017159000000.0,2873248000000.0,,,,,,,,,,,,,
LPB,2025,,0.0168433,0.73950037,0.74296684,0.02920484,0.18208113,0.19215018,0.04160742,11899969000000.0,4510253000000.0,,,,,,,,,,,,,
LPB,2025,,0.0168433,0.73950037,0.74296684,0.02920484,0.18208113,0.19215018,0.04160742,11203129000000.0,5572246000000.0,,,,,,,,,,,,,
LPB,2026,,0.01835715,0.69647474,0.79440333,0.03027151,0.14440175,0.17944742,0.09331414,15393743000000.0,9720900000000.0,,,,,,,,,,,,,
LPB,2026,,0.01835715,0.69647474,0.79440333,0.03027151,0.14440175,0.17944742,0.09331414,16034237000000.0,11422379000000.0,,,,,,,,,,,,,
MBB,2025,,0.01840945,0.75259321,0.84406575,0.04169383,0.30413361,0.293108,0.16693331,26199554000000.0,12697075000000.0,,,,,,,,,,,,,
MBB,2025,,0.01604436,0.88886345,0.83391906,0.04056845,0.30902578,0.26619718,0.18290543,36023122000000.0,17482735000000.0,,,,,,,,,,,,,
MBB,2025,,0.01870331,0.79207383,0.87957925,0.04021586,0.32762636,0.25569044,0.23034609,38683848000000.0,20676788000000.0,,,,,,,,,,,,,
MBB,2025,,0.01294026,0.93748685,0.83886874,0.03865584,0.39974067,0.29015242,0.2541272,41152219000000.0,22633757000000.0,,,,,,,,,,,,,
MBB,2025,,0.01294026,0.93748685,0.83886874,0.03865584,0.39974067,0.29015242,0.2541272,51610117000000.0,26778939000000.0,,,,,,,,,,,,,
MSB,2025,,0.02568423,0.59632881,0.81527465,0.03502123,0.23384849,0.18292662,0.10480594,6216244000000.0,4034740000000.0,,,,,,,,,,,,,
MSB,2025,,0.02702355,0.55593521,0.77746145,0.0345203,0.21029515,0.14951191,0.11505882,6216244000000.0,4034740000000.0,,,,,,,,,,,,,
MSB,2025,,0.02791892,0.53679868,0.75058594,0.03448545,0.2050677,0.23524047,0.16404738,8321791000000.0,4616213000000.0,,,,,,,,,,,,,
MSB,2025,,0.02690112,0.51637958,0.67180264,0.03151107,0.16654923,0.27202968,0.06877141,9188515000000.0,4644214000000.0,,,,,,,,,,,,,
MSB,2025,,0.02690112,0.51637958,0.67180264,0.03151107,0.16654923,0.27202968,0.06877141,10243064000000.0,5519377000000.0,,,,,,,,,,,,,
MSN,2025,,,,,,,,,,8562882000000.0,1.96490575,0.08850436,0.01982651,0.09165817,0.05900188,21464.25266343,682.24788739,3.69451484,116.23341232,0.01844177,1.18741969,89791619000000.0,6283494000000.0
MSN,2025,,,,,,,,,,3566996000000.0,1.82388429,0.09465749,0.02483707,0.10459948,0.06474493,22164.58685741,794.91046319,3.46047506,96.48885447,-0.00222838,0.82514644,76380750000000.0,4669171000000.0
MSN,2025,,,,,,,,,,418695000000.0,1.8608485,0.09390054,0.02971135,0.12527197,0.07083854,,,,,-0.01871163,0.30926937,78516999000000.0,4178755000000.0
MSN,2025,,,,,,,,,,1999059000000.0,1.8608485,0.09390054,0.02971135,0.12527197,0.07083854,23247.84083047,2701.95831349,3.3207385,28.57186938,-0.01871163,0.30926937,83456446000000.0,6173389000000.0
